word,mean,Junior,Senior,CET4,CET6,GEE,GRE,SAT,TOEFL,check
time,n. 时间；时代；次数；节拍；倍数 v. 计时；测定…的时间；安排…的速度 adj. 定时的；定期的；分期的,☆,☆,,,☆,,,,
timely,adj. 及时的；适时的 adv. 及时地；早,,,,☆,☆,☆,,☆,
timer,n. [电子] 定时器；计时器；计时员，记时员；跑表；延时调节器,,,,,,,☆,☆,
timescale,"n. 时标, 时间量程",,,,,,,,☆,
timetable,n. 时间表；时刻表；课程表,,☆,,,,,,,
timeworn,a. 陈旧的，老朽的,,,,,,☆,,,
timid,"adj. 胆小的, 羞怯的",,,,☆,☆,☆,,☆,
timidity,n.  胆小， 羞怯， 怯懦,,,,,,☆,☆,☆,
timorous,adj. 胆怯的；胆小的；羞怯的,,,,,,☆,☆,,
tin,n. 锡；罐头，罐；马口铁 adj. 锡制的 v. 涂锡于；给…包马口铁,,☆,☆,,☆,,,☆,
tinder,n.火种，易燃物，引火物,,,,,,☆,,,
tine,"n. (尖)齿, 叉",,,,,,,,☆,
tined,a.尖的，尖头突出的,,,,,,☆,,,
tinge,n. (清淡的)色调 vt给…着色,,,,,,☆,,☆,
tingle,"v. 造成麻刺的感觉,使感刺痛",,,,,,,,☆,
tinker,vi. 做焊锅匠；做拙劣修补 n.  补锅匠,,,,,,☆,,☆,
tinplate,"n. 镀锡铁皮, 马口铁",,,,,,,,☆,
tint,n.淡色；色泽(颜色深淡的程度)；v.给?淡淡地着色,,,,,,☆,,☆,
tiny,adj. 微小的；很少的 n. (Tiny)人名；(葡、印)蒂尼,☆,☆,☆,,☆,,,☆,
tip,v. 给小费；翻倒；倾覆 n. 小费；尖端；小建议，小窍门；轻拍,,☆,☆,,☆,,,☆,
tipple,v. 酗酒；n. 烈酒,,,,,,☆,,,
tipsy,adj. 喝醉的；歪曲的；不稳的,,,,,,,☆,,
tirade,n.  长篇的攻击性演说,,,,,,☆,☆,,
tire,v. 疲劳；厌倦 n. 轮胎；头饰,,☆,☆,,☆,☆,,☆,
tired,adj. 疲倦的；厌倦的，厌烦的 v. 疲倦；对…腻烦（tire的过去分词形式）,☆,☆,,,☆,,,,
tiredness,"n. 疲劳,疲倦",,,,,,,,☆,
tiresome,adj. 烦人的，无聊的；令人讨厌的,,☆,,☆,☆,,,,
tissue,n. 组织；纸巾；薄纱；一套 v. 饰以薄纱；用化妆纸揩去,,☆,☆,☆,☆,☆,,☆,
titanic,a.巨人的，力大无比的,,,,,,☆,,,
titanium,n. [化]钛,,,,,,,,☆,
title,n. 冠军；标题；头衔；权利；字幕 v. 加标题于；赋予头衔；把…称为 adj. 冠军的；标题的；头衔的,,☆,☆,,☆,,,☆,
titular,a.有名无实的，名义上的,,,,,,☆,,,
to,adv. 向前；（门等）关上 prep. 到；向；（表示时间、方向）朝…方向 n. (To)人名；(柬)多；(中)脱(普通话·威妥玛),☆,☆,,,☆,,,,
toad,n. 蟾蜍，癞蛤蟆,,,,☆,,,,☆,
toady,vi. 谄媚，奉承 n.  谄媚者， 马屁精,,,,,,☆,,☆,
toast,n. 干杯；烤面包；接受敬酒的人；（在某领域）广受赞誉的人 v. 向…祝酒，为…干杯,☆,☆,☆,,☆,,,,
tobacco,n. 烟草，烟叶；烟草制品；抽烟,,☆,,,☆,,,☆,
today,adv. 今天；现今 n. 今天；现今,☆,☆,,,,,,☆,
toddler,n. 初学走路的孩子,,,,,,,,☆,
toe,n. 脚趾；足尖 v. 用脚尖走；以趾踏触,,,☆,,☆,,,☆,
toed,adj.  有趾的,,,,,,,,☆,
toehold,"n. （攀岩时的）立足点,（发展的）起点",,,,,,,,☆,
together,adv. 一起；同时；相互；连续地；总共 adj. 新潮的；情绪稳定的，做事有效率的,☆,☆,,,,,,,
toil,v. 艰难地进行， 费力地做 n. 艰辛， 辛苦,,,,,☆,☆,,☆,
toilet,n. 厕所，盥洗室；梳妆，打扮 vi. 梳妆，打扮 vt. 给…梳妆打扮,☆,☆,☆,,,,,,
toilsome,adj. 辛苦的；劳苦的；费力的,,,,,,,☆,,
token,adj. 象征性的 n. 表示， 象征； 标志， 记号；礼券， 代金券；信物； 纪念品；筹码,,,,☆,☆,,☆,☆,
tolerable,adj.  可忍受的， 可容忍的； 尚好的， 过得去的,,,,,,,☆,☆,
tolerance,n. 忍受， 容忍， 忍耐力； 公差,,,☆,,☆,☆,,☆,
tolerant,adj. 宽容的；容忍的；有耐药力的,,,,☆,☆,,,☆,
tolerate,vt. 忍受， 容忍； 容许， 承认,,☆,☆,,☆,,☆,☆,
toll,n.过路(桥)费；伤亡人数，损失；v.(缓慢而有规律地)敲(尤指丧钟),,,,☆,☆,☆,☆,☆,
tollgate,"n. 征收通行税的关卡, 关门",,,,,,,,☆,
tomato,"n. 番茄, 西红柿",☆,☆,,,☆,,,☆,
tomb,n. 坟墓；死亡 vt. 埋葬,,☆,,,☆,,,☆,
tombstone,n.墓碑，墓石,,,,,,☆,,,
tomorrow,n. 明天；未来 adv. 明天；未来地（等于to-morrow）,☆,☆,,,☆,,,,
ton,n.  吨； 大量， 许多,☆,☆,,,☆,,,☆,
tonal,adj. 音调的,,,,,,,,☆,
tone,n. 腔调， 语气； 音调； 风格， 气度； 色调， 明暗,,,☆,☆,☆,,,☆,
tongs,n.夹子，钳子,,,,,,☆,,,
tongue,n. 舌头；语言 v. 舔；斥责；用舌吹,☆,☆,,,☆,,,☆,
tonic,n. 补药；主调音或基音 adj. 滋补的；声调的；使精神振作的,,,,,,☆,☆,,
tonight,adv. 在今晚 n. 今晚,☆,☆,,,☆,,,,
tonnage,"n. 登记吨位, 排水量",,,,,,,,☆,
tonsorial,a.理发师的，理发的,,,,,,☆,,,
tony,a. 高贵的，豪华的,,,,,,☆,,,
too,adv.  也， 还； 太， 过于； 很， 非常,☆,☆,,,,,,,
tool,n. 工具，用具；器械，机床；手段 v. 使用工具；用机床装备工厂,☆,☆,,,,,,,
toolmaker,n. 精密工具制造者,,,,,,,,☆,
toolmaking,"n. 工具(或刀具)制造,机床维修",,,,,,,,☆,
tooth,n. 牙齿 vt. 给……装齿 vi. 啮合,☆,☆,,,,,,☆,
toothache,n. [口腔] 牙痛,☆,☆,☆,,,,,,
toothbrush,n. 牙刷,☆,☆,,,,,,,
toothpaste,n. 牙膏,☆,☆,,,,,,,
top,n. 顶部，顶端；上部；首席；陀螺 v. 高出，超越；结束；达到顶点 adj. 最高的，顶上的；头等的,☆,☆,,,,,,☆,
topi,"n. 遮阳帽,[动]转角牛羚",,,,,,,,☆,
topic,n. 主题（等于theme）；题目；一般规则；总论,☆,☆,☆,,☆,,,☆,
topical,adj. 有关时事的,,,,,,,,☆,
topographical,"adj. 地志的,地形学的",,,,,,,,☆,
topographically,adv. 地形地,,,,,,,,☆,
topography,n.  地形学； 地形， 地貌,,,,,,,☆,☆,
topple,v.倾覆，推倒,,,,,,☆,,,
topsoil,n.  表层土,,,,,,,,☆,
topsy-turvy,a. 颠倒的，相反的；乱七八糟的,,,,,,☆,,,
torch,n. 火把，火炬；手电筒；启发之物 v. 像火炬一样燃烧,,,☆,,☆,,,,
torment,n. 痛苦， 折磨；令人痛苦的东西； 折磨者 vt. 折磨， 使痛苦；纠缠， 戏弄， 烦扰,,,,☆,☆,☆,,,
tornado,n.  飓风， 龙卷风,,,,,,☆,,☆,
torpedo,n. 鱼雷，水雷,,,,☆,,☆,,,
torpid,adj. 迟钝的，迟缓的；不活泼的；麻痹的；[生物] 蛰伏的,,,,,,☆,☆,,
torpor,n. 不活泼；麻木；懒散，迟缓,,,,,,☆,☆,☆,
torque,n. 转矩，[力] 扭矩；项圈，金属领圈 v. (向轴、螺栓、圆轮等)施以扭动力；(使)沿轴转动；使(绕轴等)扭转；施加转矩,,,,☆,,☆,☆,☆,
torrent,n.  洪流， 急流； 爆发， 迸发,,,,,☆,☆,,☆,
torrential,"adj. 猛烈的,汹涌的",,,,,,☆,,☆,
torrid,"adj. 晒热的,热情的",,,,,,☆,☆,☆,
torso,n. (人体的)躯干；躯干像,,,,,,☆,,,
tortoise,n. 龟，[脊椎] 乌龟（等于testudo）；迟缓的人,,☆,,,,,,,
tortuous,adj.  折磨人的， 令人痛苦的； 曲折的， 蜿蜒的； 含混不清的， 拐弯抹角的,,,,,,☆,☆,☆,
torture,vt. 拷问， 拷打；折磨， 磨难 n. 拷问， 拷打；折磨， 痛苦,,,☆,,☆,☆,,,
torturous,adj.  折磨的， 痛苦的,,,,,,,☆,,
toss,vi. 掷钱币来决定；翻来覆去 vt. 扔，抛，掷；猛抬；拌；掷；使摇动，使颠簸 n. 掷钱币来决定； 猛抬头,,,,☆,☆,☆,,☆,
total,adj. 总的，全部的；完全的，彻底的 v.  合计， 总计 n. 总数，总计,☆,☆,☆,,☆,,☆,☆,
totalitarian,a.极权主义的,,,,,,☆,,,
totality,n. 全部，总数,,,,,,,,☆,
totally,"adv. 完全地, 整全地",,☆,,,,,,☆,
totem,n.图腾，徽章,,,,,,☆,,,
totemism,"n. 对图腾的信仰, 图腾制度",,,,,,,,☆,
totter,v.摇摇欲坠；步履蹒跚,,,,,,☆,,,
touch,v. 触摸，碰到；接触，涉及 n.  接触， 碰到； 触觉； 修饰， 润色； 风格， 手法,☆,☆,☆,,,,,☆,
touching,a. 引起同情的,,,,,,☆,,,
touchstone,n. 试金石；检验标准,,,,,,☆,,,
touchy,a.敏感的，易发脾气的,,,,,,☆,,,
tough,adj. 艰苦的，困难的；坚强的，不屈不挠的；坚韧的，牢固的；强壮的，结实的 n. 恶棍 v. 坚持；忍受，忍耐 adv. 强硬地，顽强地,,☆,☆,☆,☆,,,☆,
toupee,n.男用假发,,,,,,☆,,,
tour,n. 旅游，旅行；巡回演出 v. 旅行，在……旅游；在……作巡回演出,☆,☆,☆,,,,☆,☆,
tourism,"n. 旅游业, 观光",,☆,,,,,,☆,
tourist,n. 旅行者，观光客 adj. 旅游的 vt. 在旅行参观 vi. 旅游；观光 adv. 坐旅游车厢；坐经济舱,☆,☆,☆,,☆,,,☆,
tournament,n.比赛；(旧时)骑士比武大会,,☆,,,,☆,,☆,
tourniquet,"n. 止血带, 压脉器",,,,,,☆,,☆,
tousle,v. 弄乱(头发),,,,,,☆,,,
tout,v. 兜售；招徕；刺探赛马情报 n. 侦查者；兜售者,,,,,,☆,☆,☆,
tow,n. 拖；麻的粗纤维；拖曳所用之绳 v. 拖；牵引；曳,,,,☆,☆,,,☆,
toward,prep. 向；对于；为了；接近 adj. 即将来到的，进行中的 n. (Toward)人名；(英)特沃德,☆,☆,,,,,,☆,
towards,prep.  向， 朝， 面对； 接近,☆,☆,,☆,,,,,
towel,n. 毛巾，手巾；[纸] 纸巾 v. 用毛巾擦,☆,☆,☆,,☆,,,☆,
tower,n. 塔；高楼；堡垒 v. 高耸；超越,☆,☆,☆,☆,☆,,,☆,
towering,adj.  高耸的； 杰出的,,,,,,,,☆,
town,n.  镇， 市镇； 市区， 市中心,☆,☆,,,☆,,,☆,
townspeople,"n. 市民, 镇民",,,,,,,,☆,
toxic,adj.  有毒的， 因中毒引起的,,,,☆,☆,☆,☆,☆,
toxin,n. 毒素；毒质,,,,,,☆,☆,,
toy,n. 玩具；小装饰品；不值钱的东西 v. 玩弄；调情；随随便便地对待 adj. 作为玩具的；玩物似的,☆,☆,,,☆,☆,,☆,
trace,vt. 查出，找到；追溯；探索；描摹；追述 n.  痕迹； 微量， 少许； 扫描线,,,☆,☆,☆,,,☆,
traceable,a.可追踪的,,,,,,☆,,,
track,n. 轨道；足迹，踪迹；小道 v. 追踪；通过；循路而行；用纤拉,,☆,☆,☆,☆,☆,,☆,
tract,n.  地域； 领域； 传单， 小册子； 大片,,,,☆,,☆,,☆,
tractability,n.温顺,,,,,,☆,,,
tractable,adj. 易于管教的；易驾驭的；易处理的；驯良的,,,,,,☆,☆,,
traction,"n. 牵引,牵引力",,,,,,,,☆,
tractor,n. 拖拉机； 牵引车,,☆,☆,,☆,,,☆,
trade,v.  交易， 买卖； 互相交换 n. 贸易，商业；交易；职业，行业,☆,☆,☆,☆,☆,,,☆,
trade-off,n. 权衡，交易,,,,☆,,,,,
trademark,n. 商标， 牌号； 特征， 标记,,,,☆,☆,,,,
trader,n. 商人,,,,☆,,,,☆,
tradesman,n. 商人，店主；手艺人,,,,☆,,,,,
tradition,n. 惯例，传统；传说,,☆,☆,,☆,,,☆,
traditional,adj.  传统的， 惯例的； 口传的， 传说的,☆,☆,,,,,,☆,
traditionally,"adv. 传统上, 照惯例",,,,,,,,☆,
traduce,v. 中伤，诽谤,,,,,,☆,,,
traffic,n. 交通；运输；贸易；[通信] 通信量 v. 用…作交换；在…通行,☆,☆,☆,,☆,,,☆,
tragedy,n. 悲剧， 惨事， 惨案； 悲剧艺术,☆,,☆,☆,☆,☆,,☆,
tragic,adj. 悲惨的， 可悲的； 悲剧的,,,,☆,☆,,,☆,
trail,v. 追踪；拖；蔓延；落后于 n. 小径；痕迹；尾部；踪迹；一串，一系列,,,☆,,☆,,,☆,
train,v.  训练； 培养 n. 列车，火车；一连串，一系列；行列,☆,☆,,,,,,☆,
trainer,n. 助理教练；训练员；驯马师；飞行练习器；运动鞋,,☆,,,,,,☆,
training,n. 训练；培养；瞄准；整枝 v. 训练；教养（train的ing形式）,☆,☆,,,,,,,
trainload,"n. 装载量, 列车载重",,,,,,,,☆,
traipse,v. 漫步，闲逛,,,,,,☆,,,
trait,n. 特性，特点；品质；少许,,,☆,☆,☆,☆,☆,☆,
traitor,n. 叛徒；卖国贼；背信弃义的人,,,,,☆,☆,,,
trajectory,n. [物] 轨道，轨线；[航][军] 弹道,,,,,,☆,☆,,
tram,n. 电车轨道；煤车 v. 用煤车运载,,☆,,,☆,,,☆,
trammel,v. 束缚；拘束；阻碍 n. 拘束；束缚；束缚物,,,,,,☆,☆,,
tramp,v. 流浪；践踏，踩；脚步沉重地行走 n. 流浪者；沉重的脚步声；徒步旅行,,,,☆,☆,☆,,,
trample,v. 践踏，蹂躏 n. 践踏，蹂躏,,,,☆,,☆,,☆,
trance,n.  恍惚； 昏睡状态,,,,,,☆,,☆,
tranquil,adj. 安静的，平静的；安宁的；稳定的,,,,☆,,,☆,☆,
tranquility,n.宁静，安静,,,,,,☆,,,
tranquillity,n. 宁静,,,,,,,,☆,
transact,v.  交易； 执行， 处理,,,,,,,☆,☆,
transaction,"n. 交易,事务；办理,处理；(pl.)会报,学报",,,☆,☆,☆,☆,,☆,
transcend,vt.  超出， 超越  的范围,,,,☆,☆,☆,☆,☆,
transcendent,adj. 卓越的；超常的；出类拔萃的 n. 卓越的人；超绝物,,,,,,☆,☆,☆,
transcendental,a.超越经验的，先验的,,,,,,☆,,,
transcribe,vt.  记录， 抄录； 转录； 改编,,,,,,☆,☆,☆,
transcript,n. 成绩单；抄本，副本；文字记录,,,,,,,☆,,
transcription,n. 抄写；抄本；誊写,,,,,,,☆,,
transfer,vi. 换车；转业， 转学；调动， 转职 vt. 转移；转让， 过户 < n. 转变,,,☆,☆,☆,☆,☆,☆,
transfigure,v. 使变形；使改观；美化；理想化,,,,,,☆,☆,,
transform,vt. 改变， 变换； 使改观；变压； 转化 A；改造， 改革,,☆,☆,☆,☆,,,☆,
transformation,n. 变化；改造；转变,,,☆,,,,,☆,
transformer,n. [电] 变压器；促使变化的人,,,☆,,,,☆,,
transfuse,v. 输血；充满,,,,,,☆,,,
transgenic animals,[遗] 转基因动物，转化的动物,,,,,,,☆,,
transgress,v.违背(法律或道德的限度),,,,,,☆,☆,,
transgression,v.  侵越， 超过； 违背； 犯罪； 犯规,,,,,,☆,☆,,
transience,n. 短暂；无常；顷刻（等于transiency）,,,,,,☆,☆,,
transient,adj.  短促的， 片刻的， 一瞬间的； 暂住的， 临时的,,,,☆,☆,☆,☆,☆,
transistor,n. 晶体管； 晶体管收音机,,,☆,☆,☆,,☆,,
transit,n.  运输， 运送； 中转； 转变； 交通运输系统,,,,☆,☆,,,☆,
transition,n. 过渡；转变；[分子生物] 转换；变调,,,,☆,☆,☆,☆,☆,
transitional,"adj. 变迁的, 过渡期的",,,,,,,,☆,
transitory,adj.  瞬间的， 一时的， 昙花一现的,,,,,,☆,☆,,
translate,v. 翻译；转化；解释；转变为；调动,☆,☆,,,☆,,,☆,
translation,n.  翻译； 译文， 译本,,☆,☆,,☆,,☆,☆,
translator,n. 译者；翻译器,,☆,,,,,,,
translucent,adj. 透明的；半透明的,,,,,,☆,☆,☆,
transmission,n.  播送， 发射； 传动， 传送， 传播， 传染,,,☆,☆,☆,,☆,☆,
transmit,v.  传送， 传递， 输送； 传播， 传染,,,☆,☆,☆,☆,☆,☆,
transmitter,"n. 转送者,传导物,发射机",,,,,,,,☆,
transmute,v. 使变形；使变质,,,,,,☆,☆,,
transparent,adj.  透明的； 显然的， 明显的； 清楚的， 易懂的,,☆,☆,,☆,☆,☆,☆,
transpire,v.  发生； 使蒸发； 使排出； 泄露,,,,,,,☆,,
transplant,vt.  移植； 使迁移， 使移居； 移栽， 移种 n.  移植,,,,☆,☆,,☆,☆,
transplantation,n.移植,,,,,,☆,,,
transport,vt. 运输， 运送， 搬运 n. 运输， 运送；运输系统； 运载工具,,☆,☆,☆,☆,☆,,☆,
transportation,n.  运输； 运输系统， 运输工具,☆,,☆,,,,,☆,
transpose,"v. 调换, 颠倒顺序",,,,,,☆,,☆,
transposition,n. [数] 移项；调换；换置；变调,,,,,,,☆,,
transverse,adj. 横向的；横断的；贯轴的 n. 横断面；贯轴；横肌,,,,☆,,,☆,,
trap,v. 诱捕；使…受限制；使…陷入困境 n. 陷阱；圈套；[建] 存水湾,,☆,☆,☆,☆,,,☆,
trapeze,n.(杂技用)空中秋千,,,,,,☆,,,
trapezoid,n. [数] 梯形；[数] 不规则四边形 adj. 梯形的；[数] 不规则四边形的,,,,,,,☆,,
trapper,"n. 捕兽者, 捕捉器",,,,,,,,☆,
trash,n. 垃圾，废物；拙劣的文学作品；没用的人，社会渣滓，败类 vt. 捣毁， 破坏,☆,,☆,,☆,,,☆,
trauma,n.  精神创伤； 外伤； 痛苦经历,,,,,,,,☆,
travail,n. 分娩的痛苦；艰苦劳动 v. 辛勤努力；经受分娩的阵痛,,,,,,,☆,,
travel,v.  旅行； 行进； 被传送， 被传播； 走过， 驶过 n. 旅行，游历,☆,☆,,,,,,☆,
traveler,n. 旅行者；旅客；旅行推销员（等于traveller）,,☆,,,,,,,
traverse,v.  横穿， 横渡,,,,☆,,☆,,☆,
travesty,n. 歪曲；滑稽作品；拙劣的模仿作品 v. 歪曲；滑稽地模仿,,,,,,☆,☆,,
trawl,"n. 拖网,v.用拖网捕鱼；搜罗",,,,,,☆,,,
tray,n. 托盘；文件盒；隔底匣；（无线电的）发射箱,,,☆,,☆,,,☆,
treacherous,adj. 奸诈的，叛逆的，背叛的；危险的；不牢靠的,,,,,,☆,☆,,
treachery,n. 背叛；变节；背叛行为,,,,,,☆,☆,,
tread,v. 踏，践踏；行走 n.  轮胎面； 脚步声； 步法,,,,☆,,☆,,☆,
treadmill,n.  踏车； 枯燥乏味的工作,,,,,,,,☆,
treason,"n. 叛逆, 通敌, 背信",,,,,☆,☆,,☆,
treasure,n. 财富，财产；财宝；珍品 v. 珍爱；珍藏,☆,☆,☆,,☆,,,☆,
treasurer,"n. 司库,财务员,出纳员",,,,☆,,☆,,☆,
treasury,"n. 财政部, 国库",,,,,,,,☆,
treat,v. 对待，处理；治疗，医治；款待，招待 n.  款待， 招待,☆,☆,☆,,☆,,,☆,
treatise,n. 论述；论文；专著,,,,,,☆,☆,,
treatment,n.  治疗， 疗法； 对待， 待遇； 处理,☆,☆,☆,,,,,☆,
treaty,n.(国与国之间的)条约；(人与人之间的)协议,,,☆,☆,☆,☆,,,
tree,n. 树；木料；树状物 v. 把赶上树,☆,☆,,,☆,,,,
treeless,adj. 没有树木的,,,,,,,,☆,
treetop,n. 树稍,,,,,,,,☆,
trek,n&v.  艰苦跋涉,,,,,,☆,,☆,
tremble,v. 发抖；战栗；焦虑；摇晃 n. 颤抖；战栗；摇晃,,☆,☆,,☆,,,,
tremendous,adj. 极大的， 非常的； 精彩的， 了不起的,,,☆,☆,☆,☆,☆,☆,
tremendously,"adv. 非常地,可怕地,惊人地",,,,,,,,☆,
tremor,n. [医] 震颤；颤动,,,,,,☆,☆,,
tremulous,adj.  发抖的， 颤抖的； 害怕的,,,,,,☆,☆,☆,
trench,"n. 沟渠, 堑壕 v. 掘沟, 挖战壕",,,,☆,☆,☆,,☆,
trenchant,adj. 尖刻的；锐利的；苛刻的；锋利的（名词trenchancy，副词trenchantly） n. (Trenchant)人名；(法)特朗尚,,,,,,☆,☆,,
trend,vi. 伸向； 倾向 n. 倾向， 趋势,,☆,☆,☆,☆,☆,,☆,
trepidation,n. 恐惧；惊恐；忧虑；颤抖,,,,,,☆,☆,,
trespass,n&v. 侵犯，擅自进入,,,,,,☆,,☆,
trespasser,"n. 侵入者, 侵犯者",,,,,,,,☆,
tressed,adj. 有一绺绺长发的,,,,,,,,☆,
tresses,n. (复数)女人的长发,,,,,,☆,,,
trestle,n. [交] 栈桥，高架桥；支架，搁凳,,,,,,,☆,☆,
trial,n. 试验；审讯；努力；磨炼 adj. 试验的；审讯的,,☆,☆,☆,☆,,☆,☆,
triangle,n. 三角（形）；三角关系；三角形之物；三人一组,,☆,☆,,☆,,☆,☆,
triangular,"adj. 三角形的, 三人间的",,,,☆,,,,☆,
triassic,adj. [地]三叠纪的 n. 三叠纪,,,,,,,,☆,
tribal,adj.  部落的， 宗族的； 种族的,,,,,,,,☆,
tribe,n. 部落；族；宗族；一伙,,,,☆,☆,,,☆,
tribespeople,[复]n. 部落(或宗族等)成员,,,,,,,,☆,
tribulation,n. 苦难；磨难；忧患,,,,,,☆,☆,,
tribunal,n.法庭，裁判所,,,,,,☆,,,
tributary,a&n. 支流(的)，进贡(的),,,,,,☆,,☆,
tribute,n. 礼物；[税收] 贡物；颂词；（尤指对死者的）致敬，悼念，吊唁礼物,,,,☆,☆,☆,☆,☆,
trick,n. 诡计；恶作剧；窍门；花招；骗局；欺诈 v. 欺骗；哄骗；装饰；打扮 adj. 特技的；欺诈的；有决窍的,,☆,☆,☆,☆,,☆,☆,
trickery,n. 欺骗；诡计；奸计,,,,,,☆,☆,,
trickle,v.成小股流动；n.细流,,,,,,☆,,☆,
tricycle,n. [车辆] 三轮车,,,,,,,☆,☆,
trident,n. 三叉戟；三叉鱼叉,,,,,,☆,,,
triennial,adj. 每三年的；连续三年的 n. 三年生植物,,,,,,,☆,,
trifle,v.  玩忽， 不认真对待 n. 少量，少许；小事，琐事，微不足道的东西,,,,☆,☆,☆,☆,☆,
trigger,v. 引发，引起；触发 n. 扳机；[电子] 触发器；制滑机,,,☆,☆,☆,☆,☆,☆,
trillion,num. 万亿,,,,,,,,☆,
trilobite,n. [古生]三叶虫,,,,,,,,☆,
trilogy,n.  三部剧， 三部曲,,,,,,☆,,☆,
trim,adj. 整齐的， 整洁的 < vt. 整理， 修整 <；装饰 n. 整理， 修整； 装饰,,,☆,☆,☆,☆,,☆,
trinket,n.小装饰品；不值钱的珠宝,,,,,,☆,,,
trio,n.三重奏，三重唱；三人小组,,,,,,☆,,,
trip,v. 绊倒；远足；犯错误；轻快地走 n. 旅行；绊倒；差错,☆,☆,,,☆,,,☆,
triple,adj. 三倍的；三方的 n. 三倍数；三个一组 v. 增至三倍,,,,☆,☆,,☆,☆,
tripod,n. [摄] 三脚架；三脚桌,,,,,,☆,☆,,
trite,adj. 陈腐的；平庸的；老一套的,,,,,,☆,☆,,
triumph,v.  获胜， 成功 n. 狂喜；胜利，成功,,,☆,☆,☆,☆,☆,☆,
triumphant,adj. 得胜的；得意洋洋的,,,,☆,,,,,
trivia,n. 琐事，无价值之物,,,,,,☆,,,
trivial,adj. 琐碎的； 无足轻重的  <,,,,☆,☆,☆,☆,☆,
trivialize,vt.  使显得琐碎； 轻视,,,,,,,,☆,
troll,v. 钓鱼；兴高采烈地唱,,,,,,☆,,,
trolley,n. 手推车；（美）有轨电车（等于trolley car）；（英）无轨电车（等于trolleybus）；空中吊运车 vi. 乘电车 vt. 用手推车运,,,,☆,☆,,,☆,
trolleybus,n.  无轨电车,,☆,,,,,,,
trolly,n. 手推车， 小车；〈英〉无轨电车； 〈美〉有轨电车,,,,,☆,,,,
troop,n. 军队；组；群；多数 v. 群集；成群而行；结队,,☆,☆,☆,☆,,,☆,
trophy,n.奖品，战利品,,,,,,☆,,,
tropic,adj.  热带的 n. 回归线；热带地区,,,,☆,☆,,,☆,
tropical,adj. 热带的；热情的；酷热的,,,☆,☆,☆,,☆,☆,
tropical rain forest,热带雨林,,,,,,,☆,,
troposphere,n.  对流层,,,,,,,,☆,
trot,v. （马）小跑 n. （马）小跑；慢跑,,,,☆,,,,,
troubadour,n. 行吟诗人；民谣歌手,,,,,,,☆,,
trouble,n. 问题；疾病；麻烦 vt.  使苦恼； 使忧虑； 使麻烦,☆,☆,,,☆,,,☆,
troublesome,adj. 麻烦的；讨厌的；使人苦恼的,,☆,☆,☆,☆,,,,
trough,n. 水槽，水槽；低谷期；饲料槽；低气压,,,,,,,☆,,
trounce,v. 痛击，彻底地打败,,,,,,☆,,,
troupe,n.  剧团； 马戏团； 芭蕾舞团,,,,,,☆,,☆,
trousers,n. 裤子，长裤,☆,☆,,,☆,,,,
trout,n. 鲑鱼,,,,,,,,☆,
trove,n.  被发现的东西， 收藏的东西,,,,,,,☆,☆,
trowel,n.泥刀，小铲子,,,,,,☆,,,
truancy,n.逃学，旷课,,,,,,☆,,,
truant,a. 逃避责任的；n. 逃学者，逃避者,,,,,,☆,,,
truce,n.停战，休战(协定),,,,,,☆,,,
truck,n. 卡车；交易；手推车 v. 驾驶卡车；以物易物 adj. （美）运货汽车的,☆,☆,,,,,,☆,
truculent,adj. 好斗的；野蛮的；言词刻毒的,,,,,,☆,☆,,
trudge,v.跋涉，吃力地走,,,,,,☆,,,
truism,n. 自明之理；老生常谈；老套；众所周知；真实性,,,,,,☆,☆,,
truly,adv. 真实地，不假；真诚地 n. (Truly)人名；(英)特鲁利,,☆,☆,,,,,☆,
trumpery,a. 中看不中用的,,,,,,☆,,,
trumpet,n. 喇叭，小号 vt. 大声宣告， 鼓吹,,,☆,,☆,☆,,☆,
trumpeter,"n. 喇叭手, 号兵",,,,,,,,☆,
truncate,v.把(某物)截短，去尾,,,,,,☆,,,
truncated,adj. 缩短了的；被删节的；切去顶端的 v. 缩短（truncate的过去分词）；截去…的顶端,,,,,,,☆,,
trunk,n. 树干；躯干；象鼻；汽车车尾的行李箱 vt. 把…放入旅行箱内 adj. 干线的；躯干的；箱子的,,☆,☆,,☆,☆,,☆,
truss,n.桁架，支架；干草的一捆,,,,,,☆,,,
trust,v.  信任， 信赖； 希望， 想； 确信； 托付； 对…放心 n. 信任，信赖；受托,☆,☆,☆,,☆,,,☆,
trustworthy,a.值得信赖的，可靠的,,,,,,☆,,,
truth,n.  事实， 真相； 真实性； 真理,☆,☆,☆,,☆,,,☆,
try,v.  试图， 努力； 试验， 试用； 审讯， 审理； 考验， 磨炼,☆,☆,,,,,,☆,
tub,n. 浴盆；桶 vt. 把…装入桶；为…洗盆浴 vi. 洗盆浴；（衣服等）被放在桶里洗,,,,☆,☆,,,,
tube,n. 管；电子管；隧道；电视机 v. 使成管状；把…装管；用管输送,,☆,☆,,☆,,☆,☆,
tuber,n.(植物)块茎，球根,,,,,,☆,,,
tuberculosis,n. 结核病，肺结核,,,,☆,,,,,
tuck,v. 卷起；挤进；用某物舒适地裹住；使有褶裥；收拢；大口吃；使隐藏 n. 食物；船尾突出部；缝摺；抱膝式跳水；活力；鼓声,,,,☆,☆,,,☆,
tuesday,n. 星期二,,,,,☆,,,,
