word,mean,check
rhyme,n. 韵律；韵脚；韵文；押韵词 v. 使押韵；用韵诗表达；把…写作诗,
rice,n. 稻；米饭 v. 把…捣成米糊状,
rich,adj. 富有的；肥沃的；昂贵的 n. (Rich)人名；(丹)里克；(捷)里赫；(英、西)里奇；(葡、法)里什,
rid,v. 使摆脱；使去掉 n. (Rid)人名；(英)里德,
riddle,v. 解谜；给出谜；充满于 n. 谜语；粗筛；谜一般的人、东西、事情等,
ride,v. 骑马；乘车；依靠；漂浮 n. 骑；乘坐；交通工具；可供骑行的路；（乘坐汽车等的）旅行；乘骑；（乘车或骑车的）短途旅程；供乘骑的游乐设施,
ridiculous,adj.  荒唐的， 可笑的,
right,adj. 正确的；直接的；右方的 v. 复正；恢复平稳 n. 正确；右边；正义 adv. 正确地；恰当地；彻底地,
rigid,adj.  严格的； 刚硬的， 不易弯曲的； 死板的， 刻板的； 僵硬的,
ring,n.  戒指； 环， 圆圈； 铃声； 电话； 团伙， 帮派； 拳击台， 摔跤台， 马戏场,
ripe,adj. 熟的，成熟的；时机成熟的 vt. 搜查；调查 vi. 进行搜查 n. (Ripe)人名；(意、瑞典)里佩,
ripen,v.   成熟,
rise,v.  [rose-risen] 升起， 上升； 起立； 起床； 上涨， 增加； 反抗， 起义,
risk,v.  冒…的危险， 使遭受危险 n. 危险，风险；引起危险的事物；冒险,
river,n.  河流， 江， 川,
road,n. 公路，马路；道路；手段 vt. （狗）沿臭迹追逐（猎物） adj. （美）巡回的,
roast,v. 烤，焙；烘，烘烤；暴露于某种热力下以得温暖 adj. 烘烤的；烤过的 n. 烤肉；烘烤,
rob,vt.  抢夺， 抢掠； 剥夺， 使失去,
robot,n. 机器人；遥控设备，自动机械；机械般工作的人,
rock,n. 岩石；摇滚乐；暗礁 v. 摇动；使摇晃,
rocket,v. 飞驰，飞快地移动；迅速增加 n. 火箭,
role,n.  作用； 职责； 角色； 任务,
roll,v. 滚动，转动；卷，绕；摇摆，摇晃 n.  卷； 卷形物； 名单， 花名册,
roller,n. [机] 滚筒；[机] 滚轴；辊子；滚转机,
roof,n. 屋顶；最高处，顶部；最高限度 v. 给…盖屋顶，覆盖,
room,n. 房间；空间；余地；机会；房间里所有的人 v. 为…提供住处；租房，合住；投宿，住宿；留…住宿,
rooster,n. 公鸡；狂妄自负的人,
root,n. 根；根源；词根；祖先 v. 生根；根除,
rope,v.  用绳捆 n. 绳索，线缆,
rose,n. 玫瑰；粉红色；蔷薇（花）；粉红色的葡萄酒 adj. 玫瑰花的；玫瑰色的；粉红色的；带有玫瑰香味的 vt. 使成玫瑰色，使（面颊）发红；使有玫瑰香味 vi. 起义( rise的过去式)；升起；（数量）增加；休会,
rot,n. 腐烂；腐败；腐坏 v. 腐烂；腐败；堕落 int. （表示厌恶、蔑视、烦恼等）胡说；糟了,
rough,adj. 粗糙的；粗略的；粗野的；艰苦的；未经加工的 v. 使粗糙；粗暴对待；草拟 n. 艰苦；高低不平的地面；未经加工的材料；粗糙的部分 adv. 粗糙地；粗略地；粗暴地,
round,n. 圆；循环；一回合；圆形物 adj. 圆的；完全的；大概的；肥胖的 adv. 在周围；迂回地；朝反方向；挨个 v. 完成；围捕；绕行；弄圆 prep. 附近；绕过；大约；在…周围,
roundabout,adj. 迂回的，绕道的；圆滚滚的 n. 迂回路线；环状交叉路口,
route,v. 按某路线发送 n. 路线；航线；通道,
routine,n. [计] 程序；日常工作；例行公事 adj. 日常的；例行的,
row,n. 行，排；划船；街道；吵闹 v. 划船；使……成排,
royal,adj. 皇家的；盛大的；女王的；高贵的；第一流的 n. 王室；王室成员,
rubber,n. 橡胶；橡皮；合成橡胶；按摩师 adj. 橡胶制成的 v. 涂橡胶于；用橡胶制造,
rubbish,n. 垃圾，废物；废话 adj. 毫无价值的,
rude,adj. 粗鲁的；无礼的；狂暴的；未开化的 n. (Rude)人名；(英、西、瑞典)鲁德；(法)吕德,
rugby,n. 英式橄榄球；拉格比（英格兰中部的城市）,
ruin,v. 破产；堕落，毁灭 n.  毁灭， 崩溃； 废墟， 遗迹,
rule,n.  规则， 规章； 习惯， 惯例， 惯常的事； 统治， 管辖,
ruler,n. 尺；统治者；[测] 划线板，划线的人,
run,"v.  [run-run, running] 跑， 奔跑； 行驶， 驾驶； 蔓延， 伸展； 操作； 竞",
runner,n. 跑步者；走私者；推销员；送信人,
running,n. 运转；赛跑；流出 adj. 连续的；流动的；跑着的；运转着的 v. 跑；运转（run的ing形式）；行驶,
rural,adj. 农村的，乡下的；田园的，有乡村风味的,
rush,n. 冲进；匆促；急流；灯心草 adj. 急需的 v. 使冲；突袭；匆忙地做；飞跃,
sacred,adj. 神圣的； 宗教的； 神圣不可侵犯的,
sacrifice,n. 牺牲； 献身；牺牲品， 祭品， 供物 vt. 献祭； 献出； 牺牲,
sad,adj. 难过的；悲哀的，令人悲痛的；凄惨的，阴郁的（形容颜色）,
sadness,"n. 悲哀, 悲伤",
safe,adj.  安全的， 平安的； 牢靠的， 可靠的； 谨慎的， 稳健的 n. 保险箱，保险柜,
safety,n.  安全， 保险； 安全设备， 保险装置； 安全场所,
sail,v. 航行；驾驶；在…上航行 n.  帆； 航行,
sailing,n. 航行，航海；启航；航海术 adj. 航行的 v. 航行，起航（sail的现在分词形式）,
sailor,n. 水手，海员；乘船者,
salad,n. 色拉， 凉拌菜 <,
salary,vt. 给加薪；给薪水 n. 薪水,
sale,n.  出售， 上市； 贱卖， 廉价出售； 销售额,
salesgirl,n. 女售货员，女店员,
salesman,n. 售货员， 推销员,
saleswoman,n. [贸易] 女售货员；[贸易] 女店员,
salt,n. 盐；风趣，刺激性 adj. 咸水的；含盐的，咸味的；盐腌的；猥亵的 v. 用盐腌；给…加盐；将盐撒在道路上使冰或雪融化,
salty,adj. 咸的；含盐的,
salute,vi. 敬礼，致意 vt. 向…敬礼，向…致意；赞扬，颂扬 n. 敬礼， 致意,
same,adj. 相同的；同一的；上述的（通常与the连用）；无变化的 pron. 同样的事物或人（通常与the连用） adv. 同样地（通常与the连用） n. (Same)人名；(意)萨梅,
sand,n. 沙；沙地；沙洲；沙滩；沙子 v. 撒沙于；以沙掩盖；用砂纸等擦平或磨光某物；使撒沙似地布满；给…掺沙子,
sandwich,v.  把…做成三明治； 夹入， 挤进 n. 三明治，夹肉面包,
satellite,n. 卫星；人造卫星；随从；卫星国家,
satisfaction,"n. 满意, 满足, 令人满意的事物",
satisfy,v.  满足， 满意； 确信， 信服,
sauce,n. 酱油；沙司；调味汁 v. 使增加趣味；给…调味,
saucer,n. 茶托，浅碟；浅碟形物；眼睛,
sausage,n. 香肠；腊肠；装香肠的碎肉,
savage,adj. 野蛮的；残酷的；狂怒的；荒凉的 n. 未开化的人；粗鲁的人；残暴成性的人 v. 乱咬；粗暴的对待,
save,v. 救助，搭救，拯救；储蓄；贮存，保存 prep.  除…之外,
say,v. 讲；说明；例如；声称；假设；指明 n. (Say)人名；(土)萨伊；(法、老、柬)赛；(英)塞伊；(匈、罗)绍伊,
saying,n.  话， 言语； 俗话； 成语， 格言， 谚语； 口头禅,
scan,v. 扫描；浏览；细看；详细调查；标出格律 n. 扫描；浏览；审视；细看,
scar,vt. 给…留下疤痕；给…留下精神创伤；损害…的外观 n.  疤痕； 创伤,
scare,v. 惊吓；把…吓跑 n. 恐慌；惊吓；惊恐 adj. （美）骇人的,
scared,adj.  惊恐的， 恐惧的,
scarf,n. 围巾；嵌接，嵌接处；头巾领巾 v. 披嵌接；用围巾围,
scary,adj. 可怕的， 骇人的； 惊慌的， 害怕的； 胆小的， 易受惊的,
scene,n.  地点， 现场； 景色； 一场， 一个镜头； 场面； 活动领域， 圈子,
scenery,n. 风景， 景色； 舞台布景,
sceptical,adj. 怀疑的；怀疑论的；习惯怀疑的,
schedule,v. 安排，计划；编制目录；将……列入计划表 n. 时间表；计划表；一览表,
scholar,n.  学者； 奖学金获得者,
scholarship,n.  奖学金； 学问， 学识,
school,n.  学校； 学院， 系； 学业， 上课； 学派， 流派,
schoolbag,n.  书包,
schoolmate,n. 同学；同窗,
schoolwork,n.  学校作业， 课堂作业； 家庭作业,
science,n. 科学；技术；学科；理科,☆
scientific,adj.  科学的； 细致严谨的,
scientist,n.  科学家,
scissors,n. 剪刀；剪式跳法 v. 剪开；删除（scissor的第三人称单数）,
scold,v. 责骂；叱责 n. 责骂；爱责骂的人,
score,v. 评分；划；获胜，成功 n.  得分， 分数； 乐谱； 抓痕， 划痕； 二十,
scores,n. 考试成绩；比分（score的复数） v. 得分（score的第三人称单数形式）；刻划,
scratch,n. 擦伤；抓痕；刮擦声；乱写 adj. 打草稿用的；凑合的；碰巧的 v. 抓；刮；挖出；乱涂,
scream,v. 尖叫；呼啸；发出尖锐刺耳的声音；令人触目惊心 n. 尖叫声；尖锐刺耳的声音；极其滑稽可笑的人,
screen,n. 屏幕，银幕；屏风；帘，纱窗 vt. 掩蔽， 遮蔽； 放映， 播放； 审查， 甄别,
sculpture,n. 雕塑；雕刻；刻蚀 v. 雕塑；雕刻；刻蚀,
sea,n. 海；海洋；许多；大量,
seagull,n.  海鸥,
seal,vt. 密封；确定，使成定局 n.  海豹； 封铅， 封条； 印， 图章,
seaman,n. 海员，水手；水兵,
search,v. 搜寻；调查；探求 n. 搜寻；探究，查究,
seashell,n. 海贝，贝壳；海贝壳,
seaside,n. 海边；海滨 adj. 海边的；海滨的,
season,n. 时期；季节；赛季 v. 给…调味；使适应,
seat,v.  使坐下； 供给…座位， n. 座位，座部；所在地，场所；席位，职位,
seaweed,n.  海草， 海藻,
second,n. 秒；第二名；瞬间；二等品 v. 支持 adj. 第二的；次要的；附加的 num. 第二 adv. 第二；其次；居第二位,
secondhand,adj. 二手的；旧的；间接获得的；做旧货生意的 adv. 间接地；间接听来；以旧货,
secret,n. 秘密；秘诀；机密 adj. 秘密的；机密的,
secretary,n.  秘书； 书记； 部长， 大臣,
section,n. 截面；部分；部门；地区；章节 v. 被切割成片；被分成部分,
secure,adj. 安全的，可靠的；牢固的，稳固的；无忧虑的，安心的 vt. 得到， 获得； 使安全， 保卫； 缚牢,
security,n. 安全；保证；证券；抵押品 adj. 安全的；保安的；保密的,
see,v.  [saw-seen] 看， 观看； 参见， 会晤； 领会， 理解； 想象； 把…看作； 发现； 体,
seed,n. 种子；根据；精液；萌芽；子孙；原由 v. 播种；结实；成熟；去…籽,
seek,v.  [sought-sought] 寻找， 追求； 征求， 请求； 试图， 设法； 探索,
seem,v. 似乎；像是；装作 n. (Seem)人名；(英)西姆,
seize,v. 抓住；夺取；理解；逮捕,
seldom,adv.  很少， 不常,
select,v. 挑选；选拔 adj. 精选的；挑选出来的；极好的 n. 被挑选者；精萃,
self,n. 自己，自我；本质；私心 adj. 同一的 vt. 使自花授精；使近亲繁殖 vi. 自花授精,
selfish,adj. 自私的；利己主义的,
sell,v. 销售；推销；出卖；欺骗 n. 销售；失望；推销术,
semester,n. 学期；半年,
semicircle,n. 半圆，半圆形,
seminar,n.  研究会， 讨论发表会,
send,v.  [sent-sent] 送， 寄； 派遣， 打发； 发送； 发射,
senior,adj. 高级的；年长的；地位较高的；年资较深的，资格较老的 n. 上司；较年长者；毕业班学生,
sense,v.  觉得， 意识到 n. 感官，官能；感觉；判断力；意义，意思,
sensitive,adj. 敏感的；感觉的；[仪] 灵敏的；感光的；易受伤害的；易受影响的 n. 敏感的人；有灵异能力的人,
sentence,n. [语][计] 句子，命题；宣判，判决 v. 判决，宣判,
separate,v.  使分离， 使分开； 划分， 区分， 区别； 分离， 分开； 分居； 使分离， 使分开； 划分， 区分， 区别； 分离， 分开； 分居,
separately,adv. 分别地；分离地；个别地,
separation,n. 分离，分开；间隔，距离；[法] 分居；缺口,
serious,adj.  严重的， 危急的； 重要的， 重大的； 认真的， 严肃的， 庄重的,
servant,n. 仆人，佣人；公务员；雇工,
serve,v.  为…服务； 任； 招待， 接待， 伺候； 符合， 适用于， 满足； 供应；,
service,n. 服务，服侍；服役；仪式 adj. 服务性的；耐用的；服现役的 v. 维修，检修；保养,
session,n. 会议；（法庭的）开庭；（议会等的）开会；学期；讲习会,
set,n. [数] 集合；一套；布景；[机] 装置 v. 树立；点燃；点缀； adj. 固定的；规定的；固执的,
settle,v.  安定， 安顿， 定居； 结束， 解决； 决定， 确定； 平静下来； 支付， 结算； 飞落， 停留,
settlement,n. 解决； 决定； 调停；居留区， 住宅区 A,
settler,n. 移居者；殖民者,
seven,num. 七个，七 n. 七个，七 adj. 七的；七个的,
seventeen,n. 十七，十七个 adj. 十七岁的；十七的，十七个的 num. 十七,
seventeenth,num. 第十七 n.  十七分之一,
seventh,n. 第七；七分之一 adj. 第七的；七分之一的 adv. 居第七位地,
seventy,n. 七十；七十个；七十岁；七十年代 adj. 七十的；七十个的；七十岁的 num. 七十,
several,adj. 几个的；各自的 pron. 几个；数个,
severe,adj.  严重的； 严厉的； 剧烈的； 严峻的， 艰巨的； 朴素的， 不加装饰的,
sew,v.  缝， 做针线活； 缝补， 缝上,
sex,n. 性；性别；性行为；色情 v. 引起…的性欲；区别…的性别,
shabby,adj.  破旧的， 衣衫褴褛的； 不公正的， 不讲理的； 低劣的,
shade,n. 树荫；阴影；阴凉处；遮阳物；（照片等的）明暗度；少量、些微；细微的差别 v. 使阴暗；使渐变；为…遮阳；使阴郁；掩盖,
shadow,n. 阴影；影子；幽灵；庇护；隐蔽处 v. 遮蔽；使朦胧；尾随；预示 adj. 影子内阁的,
shake,n&v.  [shook-shaken] 摇动， 摇； 颤抖， 震动,
shall,modal verb. 〔某事〕必定，一定〔发生〕,
shallow,adj. 浅的；肤浅的 n. [地理] 浅滩 v. 使变浅,
shame,v.  使蒙受羞辱 n. 羞耻，羞愧；可耻的人；遗憾的事，可惜,
shampoo,n. 洗发膏， 香波；洗发， 洗头 vt. 洗发， 洗头,
shape,n. 形状，外形，样子；体形，身材；形式；幻象；情况，状况 vt.  使成为…形状， 塑造； 决定…的形成,
share,v. 分享，分担；分摊，分开 n.  一份； 份儿， 股份,
shark,n.  鲨鱼； 勒索者， 诈骗者； 放高利贷的人,
sharp,adj. 急剧的；锋利的；强烈的；敏捷的；刺耳的 adv. 急剧地；锐利地；突然地 n. 尖头；骗子；内行 vt. 磨快；把音调升高 vi. 打扮；升音演奏,
sharpen,v.  削尖， 磨快； 使敏锐； 变得清晰,
sharpener,n. 卷笔刀；[机] 磨具；研磨者,
shave,v. 剃须，剃毛 n. 刮脸，剃胡子；修面；<口>侥幸逃过，幸免；剃刀，刮刀,
shaver,n. 理发师；电动剃刀,
she,pron. 她（主格）；它（用来指雌性动物或国家、船舶、地球、月亮等） n. 女人；雌性动物,
sheep,n. 羊，绵羊；胆小鬼,
sheet,n. 薄片，纸张；薄板；床单 v. 覆盖；盖上被单；使成大片 adj. 片状的,
shelf,n. 架子；搁板；搁板状物；暗礁,
shell,n. 壳，外壳；壳状物；骨架，框架；外表；炮弹 vt.  给…去壳； 炮击,
shelter,n. 掩蔽处，庇护所；居所，住所；掩蔽，保护 vt.  保护， 掩蔽； 躲避,
shine,v. 发出光；反射光，闪耀；出类拔萃，表现突出；露出；照耀；显露；出众 n. 光亮，光泽；好天气；擦亮；晴天；擦皮鞋；鬼把戏或诡计,
shiny,adj.  光亮的， 有光泽的； 反光的,
ship,v. 运送，乘船；以船运送 n. 船；舰；太空船,
shirt,n. 衬衫；汗衫，内衣,
shock,n. 休克；震惊；震动；打击；禾束堆 v. 使休克；使震惊；使震动；使受电击；把…堆成禾束堆 adj. 浓密的；蓬乱的,
shoe,n. 鞋；蹄铁；外胎 v. 给……穿上鞋；穿……鞋,
shoot,v.  [shot-shot] 发射， 射击； 投， 射门， 投篮； 拍摄； 射杀， 射伤； 发芽,
shooting,n. 射击；打猎；摄影；射门 v. 射击（shoot的ing形式）,
shop,n.  商店， 店铺； 工厂， 车间,
shopkeeper,n. 店主，老板,
shopping,n. 购物，买东西 v. 购物（shop的ing形式）,
shore,v. 支撑，使稳住；用支柱撑住 n. 海滨；支柱,
short,adj. 短的；不足的；矮的，低的 n. 短；缺乏；短路；短裤 adv. 不足；突然；唐突地,
shortcoming,n.  [C] 缺点， 短处,
shortly,adv. 立刻， 不久； 不耐烦地； 简短地,
shorts,n. 短裤,
shot,n. 发射；炮弹；射手；镜头 adj. 用尽的；破旧的；杂色的，闪光的 v. 射击（shoot的过去式和过去分词）,
should,modal verb. 应当，应该 〔用于提供或征求建议〕,
shoulder,n.肩；路肩(公路两侧供车辆紧急停靠的地方),
shout,v.  呼喊， 呼叫 n. [C]喊，高声呼喊,
show,v.  表明， 证明； 显示， 出示； 带领； 教， 告知； 演出， 放映； 显现，,
shower,v.  淋浴； 下阵雨； 洒落， 纷纷降落； 抛撒 n. 阵雨，暴雨；淋浴；一阵，一大批,
shrink,"v. 收缩, (使)皱缩 n. 收缩",
shut,"v.  [shut-shut, shutting]　关闭， 关上； 打烊",
shuttle,n. 航天飞机；穿梭；梭子；穿梭班机、公共汽车等 v. 使穿梭般来回移动；短程穿梭般运送,
shy,adj. 害羞的；畏缩的，胆怯的 v. 投；畏缩；惊退；厌恶 n. 投掷；惊跳,
sick,adj. 厌恶的；病态的；不舒服；渴望的；恶心的 ；生病的 n. 病人 v. 使狗去咬；呕吐；追击,
sickness,n. 疾病；呕吐；弊病,
side,n.  面， 侧面， 旁边； 方面； 一方， 一边； 山坡， 坡， 岸,
sideway,n. 人行道；小巷 adv. 斜地里 adj. 旁边的；向侧面的（等于sideways）,
sideways,adv. 向旁边； 侧身； 横着； 斜着 adj. 向旁边的； 侧身的； 横着的； 斜着的,
sigh,vi. 叹息， 叹气 n. 叹息， 叹息声,
sight,n. 视力；景象；眼界；见解 v. 看见；瞄准 adj. 见票即付的；即席的,
sightseeing,n. 观光；游览 adj. 观光的；游览的 v. 观光（sightsee的ing形式）；游览,
sign,"n. 标记,招牌；征兆,迹象 v. 签名(于),署名(于)",
signal,n. 信号；暗号；导火线 v. 标志；用信号通知；表示 adj. 显著的；作为信号的,
signature,n. 签名， 署名， 签字,
significance,n. 意义， 含义； 重要性， 重大,
silence,n. 沉默；寂静；缄默；不谈；无声状态 v. 使沉默；使安静；压制；消除噪音 int. 安静！；别作声！,
silent,adj.  寂静的； 沉默的； 无声的， 不发出声音的,
silk,n. 丝绸；蚕丝；丝织物 adj. 丝的；丝绸的；丝制的 vi. （玉米）处于长须的阶段中,
silly,adj. 愚蠢的；不明事理的；没头脑的 n. 傻瓜,
silver,v.  镀银 n. 银；银器；银币,
similar,"adj. (to)相似的,类似的",
simple,adj.  简单的； 朴素的； 单纯的， 直率的； 迟钝的， 头脑简单的,
simplify,vt.  简化， 使简单， 使单纯,
simply,adv.  简单地， 简明地； 简直； 仅仅， 只； 朴素地， 简朴地,
since,conj. 因为；由于；既然；自…以来；自…以后 prep. 自…以来；自…以后 adv. 后来,
sincerely,adv. 真诚地；由衷地，诚恳地,
sing,v. 唱歌；歌颂；鸣叫；呼号 n. 演唱；鸣声；呼啸声,
singer,n. 歌手，歌唱家,
single,adj. 单一的；单身的；单程的 n. 一个；单打；单程票 v. 选出,
singular,adj. 单数的；单一的；非凡的；异常的 n. 单数,
sink,v. 下沉；消沉；渗透 n. 水槽；洗涤槽；污水坑,
sir,n. 先生；（用于姓名前）爵士；阁下；（中小学生对男教师的称呼）先生；老师,
sister,n. 姐妹；（称志同道合者）姐妹；修女；护士 adj. 姐妹般的；同类型的,
sit,"v.  [sat-sat, sitting] 坐， 就座； 坐落， 被安放； 使坐， 使就座",
situation,n.  形势， 局面， 处境； 环境， 状况； 位置， 地点， 场所； 职位， 职务,
six,num. 六，六个 n. 六，六个,
sixteen,adj. 十六的，十六个的 num. 十六,
sixteenth,num. 第十六；十六分之一 adj. 第十六的；十六分之一的,
sixth,n. 月的第六日，（与the连用的）第六个；六分之一 adj. （与 the 连用）第六的，第六个的；六分之一的,
sixty,num.  六十， 六十个,
size,n. 大小；尺寸 adj. 一定尺寸的 v. 依大小排列,
skate,v. 滑冰；滑过 n. 溜冰；冰鞋,
skateboard,n. 溜冰板 v. 用滑板滑行,
ski,n. 滑雪橇 v. 滑雪 adj. 滑雪（用）的,
skill,n.  技能， 技巧， 手艺； 熟练,
skilled,adj. 有技能的； 熟练的； 需要技能的,
skillful,adj.  熟练的； 技艺精湛的； 灵巧的,
skillfully,"adv. 巧妙地,技术好地",
skin,n.  皮； 兽皮， 毛皮； 外皮， 外壳,
skip,v. 跳来跳去； 蹦蹦跳跳；跳跃； 跳绳；跳过， 略过， 漏过 n. 跳， 蹦跳,
skirt,n. 裙子 v. 绕过，回避；位于…边缘,
sky,n. 天空；顶点 v. 把…投向空中；把…挂得过高,
skyscraper,n. 摩天楼，超高层大楼；特别高的东西,
slave,vi. 做苦工， 拼命地干 n. 奴隶； 苦工,
slavery,n. 奴役；奴隶制度；奴隶身份,
sleep,n&v.  [slept-slept]　睡,
sleepy,adj.  想睡的， 困倦的， 瞌睡的,
sleeve,n. [机] 套筒，[机] 套管；袖子，[服装] 袖套 vt. 给……装袖子；给……装套筒,
slice,n. 薄片；部分；菜刀，火铲 v. 切下；把…分成部分；将…切成薄片,
slide,v. 滑动， 滑行， 下滑 n. 滑动； 降低； 滑坡， 滑道；幻灯片,
slight,adj. 轻微的，少量的；脆弱的；细长的；不重要的 v. 轻视，忽略；怠慢 n. 怠慢；轻蔑,
slim,adj. 苗条的；修长的；微小的；差的 v. 使…体重减轻；使…苗条 n. (Slim)人名；(阿拉伯)萨利姆；(英、西)斯利姆,
slip,v. 滑动；滑倒；犯错；失足；减退 n. 滑，滑倒；片，纸片；错误；下跌；事故 adj. 滑动的；有活结的；活络的 abbr. 串行线路接口协议，是旧式的协议（Serial Line Interface Protocol）,
slipper,v.  用拖鞋打 n. 拖鞋；轻便舞鞋,
slow,adj. 慢的；减速的；迟钝的 v. 变慢；变萧条 adv. 慢慢地；迟缓地 n. (Slow)人名；(英)斯洛,
small,adj. 少的，小的；微弱的；几乎没有的；不重要的；幼小的 adv. 小小地；卑鄙地 n. 小件物品；矮小的人,
smart,adj. 聪明的；巧妙的；敏捷的；厉害的；潇洒的；剧烈的；时髦的 n. (Smart)人名；(法)斯马尔；(英、德)斯马特,
smell,v. 嗅，闻；有…气味 n. 气味，嗅觉；臭味,
smelly,adj. 有臭味的，发臭的,
smile,v.  微笑， 露出笑容； 笑， 用微笑表示 n. 微笑，笑容,
smog,n. 烟雾 <,
smoke,n. 烟；抽烟；无常的事物 v. 冒烟，吸烟；抽烟；弥漫,
smoker,n. 吸烟者；薰制工,
smoking,n. 抽烟；冒气 adv. 冒着烟 adj. 准许吸烟的 v. 吸烟；冒烟（smoke的现在分词）,
smooth,adj. 顺利的；光滑的；平稳的 v. 使光滑；消除（障碍等）；使优雅；缓和 n. 平滑部分；一块平地 adv. 光滑地；平稳地；流畅地,
snack,n. 小吃，快餐；一份，部分 v. 吃快餐，吃点心,
snake,v.  蜿蜒； 弯弯曲曲地行进 n. 蛇,
snatch,vi. 一把抓住 vt. 夺，夺走，抢走；一下子拉，一把抓住；抓住机会做，抽空做 n. 片断,
sneaker,n.  鬼鬼祟祟的人， 卑鄙者； 运动鞋,
sneeze,vi. 打喷嚏， 发出打喷嚏声 n. 喷嚏,
sniff,vi. 以鼻吸气， 用力吸入 vt. 嗅， 闻 n. 吸气；嗅， 闻,
snow,v.  下雪； 用雪覆盖 n. 雪,
snowball,n. 雪球 v. 掷雪球；滚雪球般增大,
snowman,n. 雪人,
snowy,adj. 下雪的，多雪的；被雪覆盖的；洁白无瑕的,
so,adv. 也，同样〔用于表示刚说过的情况也适用于某人或某物〕 conjunction. 因此，所以 n. 全音阶的第五音,
soap,n. 肥皂 v. 将肥皂涂在……上；对……拍马屁（俚语）,
sob,v. 啜泣，呜咽；（风等）发出呜咽声 n. 啜泣，呜咽,
soccer,n. 英式足球，足球,
social,adj. 社会的，社交的；群居的 n. 联谊会；联欢会,
socialism,n.  社会主义,
socialist,n. 社会主义者；社会党党员 adj. 社会主义的,
society,n.  社会； 阶层； 社交界； 社团； 协会,
sock,n. 短袜；一击 v. 重击；给……穿袜 adv. 正着地；不偏不倚地 adj. 非常成功的,
socket,n. 插座；窝，穴；牙槽 vt. 给…配插座,
socks,n. 袜子（sock的复数）,
sofa,n. 长沙发，沙发,
soft,adj. 软的，柔软的；温柔的，温和的；软弱的；笨的 adv. 柔软地；温和地 n. 柔性；柔软的东西；柔软部分,
softball,"n. 垒球运动, 垒球",
software,n. （计算机的）软件,
soil,n. 土地；土壤；国家；粪便；务农；温床 v. 弄脏；污辱,
solar,adj. 太阳的；日光的；利用太阳光的；与太阳相关的 n. 日光浴室,
soldier,n. 军人；[昆] 兵蚁；懒汉；一片烤面包 v. 当兵；磨洋工；坚持干；假称害病,
solid,adj. 固体的；实心的；结实的，稳固的；可靠的；纯质的，纯色的 n.  固体,
solution,n.  解决， 解答， 解决办法； 溶液,
solve,v.  解决， 处理； 解答,
some,adj. 一些；某个；大约；相当多的 pron. 一些；若干；其中的一部分；（数量不确切时用）有些人 adv. 非常；相当；<美>稍微,
somebody,n. 大人物；重要人物 pron. 有人；某人,
somehow,adv. 由于某种原因， 不知怎么的； 以某种方式,
someone,pron.  某人； 重要人物,
something,pron. 某事；某物 n. 重要的人；值得重视的事 adv. 非常；有点；大约 adj. 大约；有点象,
sometimes,adv.  不时； 有时， 间或,
somewhere,adv.  在某处， 到某处； 大约， 大概,
son,n. 儿子；孩子（对年轻人的称呼）；男性后裔,
song,n.  歌， 歌曲； 鸣声， 歌声,
soon,adv. 快；不久，一会儿；立刻；宁愿,
sorrow,n. 悲伤；懊悔；伤心事 v. 懊悔；遗憾；感到悲伤,
sorry,adj. 遗憾的；对不起的，抱歉的 int. 对不起，抱歉（表示委婉的拒绝等）,
sort,v.  分类， 整理 n. 种类，类别；某一种人，某一类人,
soul,n. 灵魂；心灵；精神；鬼魂 adj. 美国黑人文化的,
sound,v. 听（诊）；测量，测…深；使发声；试探；宣告 n. 声音，语音；噪音；海峡；吵闹；听力范围；[医] 探条 adj. 健全的，健康的；合理的；可靠的；有效彻底的 adv. 彻底地，充分地,
soup,n. 汤，羹；马力 v. 加速；增加马力,
sour,v. 变酸；变馊；变坏，恶化 adj.  酸的； 馊的； 乖戾的， 尖酸刻薄的； 酸痛的,
south,adv. 向南方 adj.  南方的， 南部的， 来自南方的 n. 南，南部,
southeast,adv. 向东南 adj.  东南方的， 东南部的， 来自东南的 n. 东南，东南,
southern,adj. 南的；南方的 n. 南方人,
southwest,n. 西南方 adj. 西南的 adv. 往西南；来自西南,
souvenir,n. 纪念品；礼物 vt. 把…留作纪念,
souvenirs,n. 纪念品；旅游纪念品；回忆,
sow,v. 播种；散布；使密布 n. 母猪,
space,n.  空地， 场地； 空间， 太空； 篇幅； 间隔， 距离； 持续时间， 期间,
spaceship,n. [航] 宇宙飞船,
spade,n. 铁锹，铲子 v. 铲；把……弄实抹平,
spaghetti,n.  意大利式细面条,
spare,v. 节约，吝惜；饶恕；分出，分让 adj. 多余的；瘦的；少量的 n. 剩余；备用零件,
sparrow,n. 麻雀；矮小的人,
speak,v.  [spoke-spoken] 说话， 讲话； 演说， 发言； 表达意见； 说， 讲；,
speaker,n. 演讲者；扬声器；说话者；说某种语言的人,
spear,v. 刺，戳 n.  矛， 枪； 嫩叶,
special,n. 特使，特派人员；特刊；特色菜；专车；特价商品 adj. 特别的；专门的，专用的,
specialist,n. 专家；专门医师 adj. 专家的；专业的,
specially,adv.  特意地， 专门地； 格外地， 特别地， 特殊地,
specific,adj. 特殊的，特定的；明确的；详细的；[药] 具有特效的 n. 特性；细节；特效药,
specifically,adv. 特别地， 特定地； 明确地， 具体地,
speech,n.  讲话， 演说； 言语， 言论； 说话方式,
